user_id,age,gender,education,city,country,has_instagram,has_spotify,account_age_days,total_matches,total_messages_received,total_messages_sent,total_likes_given,total_passes_given,total_conversations,avg_messages_per_conversation,engaging_conversation_ratio,match_rate,messages_per_match,response_rate,age_group
23dbb328ffd9e2fed0e012b922b7f6b2,29,M,Has no high school or college education,,,False,False,1619,4,0,0,278,294,0,0.0,0.0,0.006993006993006993,0.0,0.0,"(28, 33]"
2930549c4925f1271dea905177e00449,24,M,Has no high school or college education,,,False,False,1760,28,12,10,4128,4375,5,2.0,0.4,0.003292955427496178,0.42857142857142855,1.2,"(23, 28]"
270ce10926b5753f21f23d1233717384,23,M,Has no high school or college education,,,False,False,1671,97,409,376,1395,33020,23,16.26086956521739,0.782608695652174,0.0028185384280110417,4.216494845360825,1.0877659574468086,"(18, 23]"
24b34e806295a8d845787297c1701a83,30,M,Has no high school or college education,,,False,False,1861,3801,10040,12922,78469,9204,2743,4.678454247174626,0.5118483412322274,0.04335428239024557,2.6414101552223097,0.7769695093638755,"(28, 33]"
44ad386e4d315e8efc7dd2e6ddb0df15,42,M,Has no high school or college education,,,False,False,2372,306,787,769,14909,42171,194,3.9587628865979383,0.4845360824742268,0.005360896986685354,2.5718954248366015,1.023407022106632,"(38, 43]"
380391c66f76c2f858d393314171b154,32,M,Has no high school or college education,,,False,True,1633,68,695,842,2826,16202,44,19.045454545454547,0.7727272727272727,0.0035736808913180576,10.220588235294118,0.8254156769596199,"(28, 33]"
41710353e1db856531fde70c26660a19,25,F,Has no high school or college education,Newport Beach,CA,False,True,2349,748,3844,3118,1350,36315,368,8.472826086956522,0.657608695652174,0.0198592858091066,5.13903743315508,1.232841565105837,"(23, 28]"
4245f5c0db08dd6d55acf3f7ca17b736,25,M,Has no high school or college education,,,False,False,2038,21,13,24,4431,2382,10,2.4,0.2,0.0030823425803610744,0.6190476190476191,0.5416666666666666,"(23, 28]"
454113adff582118a15241c378c26b08,34,M,Has no high school or college education,Indianapolis,IN,True,True,2222,258,2261,2893,8620,30945,222,13.027027027027026,0.6801801801801802,0.006520914950082143,8.763565891472869,0.7815416522640857,"(33, 38]"
532f0eaeccfd3cfc16c3f19c01986d37,26,M,Has high school and/or college education,Oslo,Norway,False,False,3222,3316,3279,3460,24371,24517,624,9.137820512820513,0.6121794871794872,0.06782850597283586,0.9888419782870929,0.9476878612716763,"(23, 28]"
4f26f7cc49a287a6c05379c899640e66,40,M,Has high school and/or college education,,,False,True,4045,567,878,783,70081,48839,211,5.090047393364929,0.3933649289099526,0.0047679112008072655,1.5485008818342152,1.1213282247765006,"(38, 43]"
4ad5952d20a1b415d90767f63faa8d35,29,M,Has high school and/or college education,,,False,True,3780,508,426,542,23990,18315,87,9.827586206896552,0.5402298850574713,0.012008036875073869,0.8385826771653543,0.7859778597785978,"(28, 33]"
51fc9e218bb9785ef8a6814e282cf8d8,29,M,Has no high school or college education,,,True,True,3177,1121,996,1258,32205,68706,273,4.615384615384615,0.6483516483516484,0.011108798842544421,0.8884924174843889,0.7917329093799682,"(28, 33]"
53f6bdb7eeb0c0eedf8dbf5c271ff887,24,M,Has high school and/or college education,,,False,True,2511,6711,7594,6934,46099,114749,1387,4.992790194664744,0.5277577505407354,0.04172262011339899,1.1315750260765907,1.0951831554658207,"(23, 28]"
5862323c0e2699aad17a79418a0709a6,29,M,Has no high school or college education,Paris,France,False,True,3027,1370,2366,2593,143093,149956,471,5.48619957537155,0.416135881104034,0.004674986094475668,1.727007299270073,0.9124566139606634,"(28, 33]"
59ac56fc75373a1228759057df2aa401,34,M,Has no high school or college education,Lyon,France,False,False,1955,29,255,210,6943,13600,16,13.125,0.625,0.0014116730759869541,8.793103448275861,1.2142857142857142,"(33, 38]"
5861915cf3690b6a5c8e6ebebbc134de,38,M,Has high school and/or college education,,,False,False,3567,644,5022,6959,86707,139997,357,19.633053221288517,0.7254901960784313,0.002840708589173548,7.798136645962733,0.7216554102600948,"(33, 38]"
5c7af04e285da1475c2348cec80b49ea,27,M,Has no high school or college education,,,True,False,1833,19,0,5,5220,2662,3,1.6666666666666667,0.6666666666666666,0.002410555696523725,0.0,0.0,"(23, 28]"
5abd4f7ec9779bbd8a961a4aab26b4b1,24,M,Has no high school or college education,,,False,False,1783,322,355,231,1494,5924,81,2.8395061728395063,0.35802469135802467,0.043407926664869236,1.1024844720496894,1.5367965367965368,"(23, 28]"
53fbeac29abbe82a1b778ab236e9ecb7,41,M,Has high school and/or college education,,,True,False,3007,2650,16256,25761,41721,48998,1275,20.215686274509803,0.84,0.029211080369051685,6.13433962264151,0.6310314040604014,"(38, 43]"
5e74c3d604ed70dd473c784d040fdbdc,35,M,Has no high school or college education,,,True,False,2015,141,4319,5499,26374,35713,133,41.35338345864662,0.8796992481203008,0.002271006813020439,30.631205673758867,0.7854155300963812,"(33, 38]"
607f0ad12c1efcaddc6de05081c2376e,26,M,Has no high school or college education,,,False,False,2059,1382,990,1281,5049,3269,155,8.264516129032257,0.5225806451612903,0.16614570810290935,0.7163531114327062,0.7728337236533958,"(23, 28]"
62292fba3e9dd9af3827c98c3500912b,27,M,Has no high school or college education,Richmond,VA,False,False,1702,753,313,305,15205,35609,101,2.891089108910891,0.42574257425742573,0.014818750737985595,0.4156706507304117,1.0262295081967212,"(23, 28]"
62325f1c561e603ccebfdcb432dda0e8,35,M,Has no high school or college education,,,False,False,3466,3777,8250,6876,49442,39092,817,8.944920440636475,0.5924112607099143,0.04266157634355163,2.1842732327243843,1.199825479930192,"(33, 38]"
64762212f3f8897c359f19cb3012860d,32,F,Has no high school or college education,,,False,False,1585,54,139,91,147,9735,15,6.066666666666666,0.4666666666666667,0.00546448087431694,2.574074074074074,1.5274725274725274,"(28, 33]"
72bbe06cfd45e7607593a2b21038eccc,30,M,Has no high school or college education,London,England,False,False,2236,249,1054,1294,26936,68463,157,8.242038216560509,0.6369426751592356,0.00261009025251837,4.232931726907631,0.8145285935085008,"(28, 33]"
63f8a7720b76ead4114b8c9fdfe2648a,27,F,Has no high school or college education,San Diego,CA,False,False,2008,1374,1568,694,2989,89718,540,1.2851851851851852,0.22592592592592592,0.014820887311637741,1.1411935953420669,2.2593659942363113,"(23, 28]"
75fc16a59b2f777aa2c616dc3d58188e,26,M,Has no high school or college education,Cherbourg-en-Cotentin,France,True,True,2317,141,636,986,9198,5582,73,13.506849315068493,0.8904109589041096,0.009539918809201624,4.51063829787234,0.6450304259634888,"(23, 28]"
7921cd7e02c0ca9c32615ec7b25d9cac,28,M,Has high school and/or college education,Jyväskylä,Finland,False,False,3062,249,80,62,6525,35331,8,7.75,0.625,0.005948967889908257,0.321285140562249,1.2903225806451613,"(23, 28]"
7326d844ed769b1d987634d2a3ca18b9,30,M,Has high school and/or college education,,,True,True,3695,1500,5602,5872,36215,66184,917,6.411123227917121,0.4961832061068702,0.014648580552544458,3.7346666666666666,0.9540190735694822,"(28, 33]"
86f950ce43d7e88e291b5a0e0ecffca3,24,M,Has no high school or college education,São Paulo,Brasil,True,False,1895,2556,4466,4377,17688,12500,887,4.932356257046223,0.5355129650507328,0.08466940506161388,1.7472613458528952,1.0203335618003198,"(23, 28]"
85c75c0bba5d0afbc4919e0797017e92,24,M,Has no high school or college education,,,False,True,2177,878,435,298,13903,40935,99,3.01010101010101,0.3939393939393939,0.01601079543382326,0.49544419134396356,1.4597315436241611,"(23, 28]"
837357a86c027d481d25d201945de076,27,M,Has no high school or college education,,,False,False,1613,1,0,0,31,65,0,0.0,0.0,0.010416666666666666,0.0,0.0,"(23, 28]"
7e29bf29d8ef02ecd97bdc5cf250b2a5,23,F,Has no high school or college education,Santa Clara,CA,False,True,1835,965,3748,3295,1837,95062,419,7.863961813842482,0.5799522673031027,0.009958823104469602,3.883937823834197,1.1374810318664643,"(18, 23]"
8077faeaa4104af4f88db4c660e90371,39,F,Has high school and/or college education,Kiel,Schleswig-Holstein,True,False,3661,624,2431,1521,829,17141,275,7.952727272727273,0.72,0.0347245409015025,3.8958333333333335,1.5982905982905984,"(38, 43]"
9c16cf2b40aaf1a2b0b535d80f041eb6,30,M,Has no high school or college education,Trondheim,Norway,False,False,2080,534,1609,2113,8435,10263,332,6.364457831325301,0.6144578313253012,0.028559204192961814,3.01310861423221,0.7614765735920492,"(28, 33]"
879d7037342891ec4380dcfd065f73c0,30,F,Has high school and/or college education,Carlton,VIC,True,True,3585,4956,7874,7702,13921,365268,2335,10.573019271948608,0.6556745182012848,0.013069999393442321,1.5887812752219532,1.0223318618540638,"(28, 33]"
87e6d3f89512c27673db4fff99f8a7d8,36,F,Has no high school or college education,Richmond,Texas,False,True,1911,130,1360,1159,415,34593,82,14.146341463414634,0.5975609756097561,0.0037134369287020108,10.461538461538462,1.173425366695427,"(33, 38]"
872f5e29fe4d3d43de952222babb8a7d,32,M,Has no high school or college education,,,False,False,2103,69,1108,896,4359,28880,36,24.88888888888889,0.8055555555555556,0.002075874725473089,16.057971014492754,1.2366071428571428,"(28, 33]"
98dbfdbe60e16880422a8a0a9328580b,28,F,Has no high school or college education,,,False,False,1824,205,658,497,624,23392,59,8.35593220338983,0.4406779661016949,0.00853597601598934,3.209756097560976,1.323943661971831,"(23, 28]"
a89268f6a1fae754a687a2105a9427a5,34,M,Has no high school or college education,Dublin,Ireland,False,False,1758,146,531,601,1469,2264,24,24.458333333333332,0.875,0.039110634878114114,3.636986301369863,0.8835274542429284,"(33, 38]"
a6da6da01b344f257a360643de319f3b,24,F,Has no high school or college education,,,False,False,1951,1221,8291,8121,2540,68483,458,17.74454148471616,0.5589519650655022,0.0171916139842023,6.79033579033579,1.020933382588351,"(23, 28]"
a4af1796e32b82dca8227c1f92fddcd0,28,M,Has no high school or college education,Skive,Denmark,False,False,2055,58,26,43,8638,21017,16,2.6875,0.375,0.0019558253245658404,0.4482758620689655,0.6046511627906976,"(23, 28]"
a996c47c51c05d5822a75686bbc9f996,30,M,Has no high school or college education,Batesville,Arkansas,False,False,2117,24,36,29,1553,8054,3,9.666666666666666,1.0,0.0024981784115748933,1.5,1.2413793103448276,"(28, 33]"
b98535635fe77db6324d881ac92190e5,31,M,Has high school and/or college education,,,True,False,4002,3395,4965,5372,16500,10402,946,8.206131078224102,0.5972515856236786,0.1261987956285778,1.4624447717231221,0.9242367833209233,"(28, 33]"
af571eb968ef03a34130778b447b77f9,30,M,Has no high school or college education,,,False,False,3704,1305,2267,2415,38582,2186,410,6.124390243902439,0.36341463414634145,0.032010400313971746,1.7371647509578545,0.9387163561076605,"(28, 33]"
9c68e3638e8bb205ab8fccfe54d484e7,24,M,Has no high school or college education,,,True,True,2179,145,332,306,4048,52206,56,5.053571428571429,0.5357142857142857,0.002577594482170157,2.2896551724137932,1.0849673202614378,"(23, 28]"
b4be096eaaf8ca70dc4d22e31f6b7e44,27,M,Has no high school or college education,,,False,False,1712,32,41,33,106,1335,17,1.9411764705882353,0.47058823529411764,0.02220680083275503,1.28125,1.2424242424242424,"(23, 28]"
a714289aca7ba7497a6560a2fea72ae3,26,M,Has high school and/or college education,Vienna,VA,False,True,3485,1847,1659,2517,50459,1808,847,2.9728453364817002,0.4781582054309327,0.03533778483555589,0.8982133188955063,0.6591179976162098,"(23, 28]"
aecfacc0295ca6880981402f4e286926,29,F,Has no high school or college education,,,True,True,2011,146,2576,2242,212,58655,72,30.51388888888889,0.8611111111111112,0.0024801671564713677,17.643835616438356,1.1489741302408565,"(28, 33]"
cccce00c77b648c501d899b99ad119c0,29,M,Has high school and/or college education,Garden Grove,CA,False,True,2820,258,396,358,6990,92203,31,11.483870967741936,0.6451612903225806,0.0026009899892129487,1.5348837209302326,1.106145251396648,"(28, 33]"
ceac22053c90d851cafce5be116570ba,26,F,Has no high school or college education,,,False,False,1723,86,122,77,317,1349,29,2.7241379310344827,0.3103448275862069,0.05162064825930372,1.4186046511627908,1.5844155844155845,"(23, 28]"
c99b7682b609d391f16b2f70b5457949,35,M,Has no high school or college education,,,True,False,1930,475,365,366,42037,14598,151,2.423841059602649,0.4370860927152318,0.00838703981636797,0.7684210526315789,0.9972677595628415,"(33, 38]"
cbaa90b40a57cb9a6740bd5bcaebcf2d,29,M,Has high school and/or college education,,,False,False,2763,713,4080,4738,87442,5454,334,14.206586826347305,0.7005988023952096,0.007675249741646573,5.722300140252455,0.8611228366399325,"(28, 33]"
cd630e28bf494750991619a5f00cb900,27,M,Has no high school or college education,,,False,False,1666,974,2740,2875,7311,52772,284,10.123239436619718,0.20422535211267606,0.016210908243596358,2.813141683778234,0.9530434782608695,"(23, 28]"
c97effa10b4dca25b7ca4f4ad9388706,28,M,Has no high school or college education,asdf,Danmark,True,True,1667,85,378,472,1149,2444,52,9.076923076923077,0.5961538461538461,0.023657111049262453,4.447058823529412,0.8008474576271186,"(23, 28]"
be87c1716696efa264b76418054bb358,30,M,Has no high school or college education,Oslo,Norway,True,True,2012,873,1106,1339,25870,23925,176,7.607954545454546,0.5681818181818182,0.01753188071091475,1.2668957617411225,0.8259895444361464,"(28, 33]"
cef50ce50692bb1260ae383c8e2a029c,36,M,Has no high school or college education,,,True,False,3827,22120,24472,22066,229162,363855,3715,6.708209959623149,0.4468371467025572,0.037300785643581885,1.1063291139240505,1.1090365267832865,"(33, 38]"
d5364695c40e3057a0cd377cbf21d915,24,F,Has no high school or college education,,,False,True,1708,1172,1523,1488,5977,42558,267,5.569288389513108,0.43820224719101125,0.024147522406510767,1.2994880546075085,1.023521505376344,"(23, 28]"
d0eb70f6adc9b3a957573b2cd0834604,27,F,Has no high school or college education,Edmonton,AB,True,True,1939,1361,1683,806,3987,22513,613,1.3148450244698207,0.18760195758564438,0.05135849056603774,1.236590742101396,2.088089330024814,"(23, 28]"
f1e05ea3835fd931449971bda301713d,26,M,Has high school and/or college education,Seattle,Washington,True,True,2908,1751,6661,8055,112992,19445,1310,6.153435114503817,0.5488549618320611,0.013221380731970673,3.8041119360365507,0.8269397889509621,"(23, 28]"
ec8e335c7f9c46f2719b4e95276b9213,30,M,Has high school and/or college education,Munich,Germany,False,False,3780,12,6,14,2258,4024,5,2.8,0.6,0.0019102196752626551,0.5,0.42857142857142855,"(28, 33]"
dcbbdea918ea83820eef63a0f07bbfb2,31,M,Has no high school or college education,München,Bayern,False,False,2386,242,891,1169,43047,14886,163,6.7975460122699385,0.656441717791411,0.0041772392246215454,3.6818181818181817,0.7621899059024807,"(28, 33]"
df8f8689fb3a2ad08173b79f6c0d1fc6,29,M,Has no high school or college education,,,False,False,1643,6,45,70,718,3381,2,35.5,1.0,0.001463771651622347,7.5,0.6428571428571429,"(28, 33]"
df9f212778953af42299232ab4e32cba,23,F,Has no high school or college education,,,False,False,1966,186,644,683,750,24596,71,9.619718309859154,0.6056338028169014,0.007338436045135327,3.4623655913978495,0.9428989751098097,"(18, 23]"
f1c77c17da0b2d947fae38d917c0d535,24,M,Has no high school or college education,Saint-Maur-des-Fossés,France,True,False,1953,6,222,243,970,7841,5,48.6,0.8,0.0006809669731018045,37.0,0.9135802469135802,"(23, 28]"
e7b22665d75a03a0364a5a60281dcb3a,32,M,Has high school and/or college education,,,True,False,2639,516,3667,3615,47228,44093,384,9.411458333333334,0.7135416666666666,0.0056503980464515284,7.1065891472868215,1.014384508990318,"(28, 33]"
f53192d066ece7af652a69a17532f061,28,M,Has no high school or college education,,,False,False,1624,13,36,43,385,1036,12,2.5,0.5,0.009148486980999296,2.769230769230769,0.8372093023255814,"(23, 28]"
eeb17b87605691c1748fa6e1217860d0,27,F,Has no high school or college education,,,True,True,1967,1064,2663,2352,4526,28096,156,15.076923076923077,0.6730769230769231,0.03261602599472749,2.5028195488721803,1.1322278911564625,"(23, 28]"
e33a8d4fe34f9a7769b2b7db9d655655,37,M,Has no high school or college education,Basel,Switzerland,False,False,1799,132,865,1750,2836,3712,91,19.175824175824175,0.8571428571428571,0.020158827122785584,6.553030303030303,0.4942857142857143,"(33, 38]"
d81b5d32c63759d8a91b6ca430e45748,28,F,Has high school and/or college education,,,False,False,3886,826,51,5,956,8064,222,11.572072072072071,0.509009009009009,0.09157427937915742,0.06174334140435835,10.2,"(23, 28]"
e5cf4adde29062b8b85ca31726d5c73f,30,F,Has no high school or college education,Seongnam-si,South Korea,True,False,1699,616,3160,2391,1669,31452,351,6.680911680911681,0.5555555555555556,0.018598472268349386,5.12987012987013,1.3216227519866164,"(28, 33]"
ebaa9ab3c1b0c36c54ed8b3079213a62,28,F,Has no high school or college education,Toronto,ON,True,True,1755,109,688,525,202,13531,59,7.932203389830509,0.6949152542372882,0.00793708585159834,6.3119266055045875,1.3104761904761906,"(23, 28]"
436c6643196d7c2f1563d3662ac10ab7,34,F,Has no high school or college education,Pompano Beach,FL,True,False,2179,1479,1963,822,3854,64045,496,1.655241935483871,0.27419354838709675,0.02178235320107807,1.3272481406355645,2.3880778588807785,"(33, 38]"
0f9753e59e69c0965c2418d56d047676,31,M,Has high school and/or college education,,,False,False,3920,998,2350,3371,35037,35290,385,9.535064935064936,0.7272727272727273,0.014190851308885635,2.3547094188376754,0.6971225155740136,"(28, 33]"
2a589b48b66eed314ea98672852d33de,27,M,Has no high school or college education,Wellington,New Zealand,False,True,1967,167,73,48,10443,2346,31,1.5483870967741935,0.25806451612903225,0.013058096801939166,0.437125748502994,1.5208333333333333,"(23, 28]"
2db8f3512addaf8fa83df76ad09d931e,30,M,Has no high school or college education,Columbus,OH,False,True,2152,478,1224,1196,8972,6666,307,3.8599348534201954,0.5700325732899023,0.030566568614912394,2.5606694560669454,1.0234113712374582,"(28, 33]"
1ac53ffae85b2a82cc85cc5fbe07e0dc,25,M,Has no high school or college education,,,False,True,1573,99,720,885,2189,6741,77,11.493506493506494,0.7142857142857143,0.01108622620380739,7.2727272727272725,0.8135593220338984,"(23, 28]"
48577c92e4c59d8603d6cdc4fe04f221,27,M,Has no high school or college education,,,False,False,1794,43,2180,1793,3579,6894,17,105.47058823529412,0.7058823529411765,0.004105795856010694,50.69767441860465,1.2158393753485779,"(23, 28]"
405e109c8904421b0c98955f31a04d46,30,M,Has no high school or college education,,,False,True,2042,2731,3242,3822,13773,41821,2133,1.7918424753867792,0.5780590717299579,0.049124006187718096,1.1871109483705602,0.8482469911041339,"(28, 33]"
991c1db658fff09f3505a1399e07185a,29,M,Has no high school or college education,,,False,False,1534,370,66,52,2186,8549,37,1.3783783783783783,0.35135135135135137,0.034466697717745694,0.1783783783783784,1.2692307692307692,"(28, 33]"
1429e542fc9135be6f100bac9766c698,31,M,Has no high school or college education,Debrecen,Magyarország,False,False,1554,17,496,557,2485,1446,14,39.785714285714285,0.9285714285714286,0.0043245993385906895,29.176470588235293,0.8904847396768402,"(28, 33]"
66d6359183404315a1e90fdc4fa51fb2,28,M,Has no high school or college education,,,False,False,1730,101,253,302,15823,22707,31,9.741935483870968,0.8064516129032258,0.0026213340254347263,2.504950495049505,0.8377483443708609,"(23, 28]"
af76185e511a45328a4cd6a7c5360fff,30,M,Has no high school or college education,Mannheim,Deutschland,True,False,1547,22,250,397,1539,5402,18,22.055555555555557,0.8888888888888888,0.003169572107765452,11.363636363636363,0.6297229219143576,"(28, 33]"
b0c4f6e51b7633b7c5eb182f67d6602f,29,M,Has no high school or college education,Roanoke,Virginia,False,False,2338,289,589,562,7293,1400,113,4.9734513274336285,0.504424778761062,0.03324513976762913,2.038062283737024,1.0480427046263345,"(28, 33]"
a985514a25cfa2eb21b1f1f6e1fbe36a,31,M,Has no high school or college education,,,False,False,1873,3,4,2,5412,20206,2,1.0,0.0,0.0001171051604340698,1.3333333333333333,2.0,"(28, 33]"
f1d02c9b075e10f6e52ea435ae508bfe,24,M,Has no high school or college education,Central,"Hong Kong SAR, China",False,False,1783,809,1412,1644,14827,14289,432,3.8078703703703702,0.5347222222222222,0.02778541008380272,1.7453646477132263,0.8588807785888077,"(23, 28]"
00b113ee72d90509f1ae8589044076ee,28,,Has no high school or college education,Prague,Czechia,False,False,2331,2023,4764,4793,15315,28662,0,0.0,0.0,0.046001318871228145,2.3549184379634207,0.9939495097016482,"(23, 28]"
70713028344f515a384235d571dfff88,31,M,Has no high school or college education,,,False,False,1637,24,198,359,1053,2520,9,39.55555555555556,0.8888888888888888,0.006717044500419815,8.25,0.5515320334261838,"(28, 33]"
ffc7f549d9a2899b7e70e3df5ff6e60a,28,M,Has high school and/or college education,Swindon,United Kingdom,True,False,3299,865,1582,1461,103464,94647,113,12.929203539823009,0.7433628318584071,0.0043662391285693375,1.8289017341040463,1.0828199863107462,"(23, 28]"
6d172ab71f6eeef43aa3ab44c4d62370,28,M,Has no high school or college education,Swindon,United Kingdom,True,True,1702,16,4,7,6026,8342,4,1.75,0.25,0.0011135857461024498,0.25,0.5714285714285714,"(23, 28]"
7ae835c11c4907e9c87c7ba9b70dc4a4,27,F,Has no high school or college education,,,False,True,2743,1427,2973,2290,2157,41445,417,5.486810551558753,0.6666666666666666,0.0327278565203431,2.0833917309039944,1.2982532751091702,"(23, 28]"
4bfe95db9208e17a08be783053653ad4,31,M,Has high school and/or college education,Toronto,ON,True,False,3376,210,304,317,83555,132416,91,3.4835164835164836,0.45054945054945056,0.0009723527695848054,1.4476190476190476,0.9589905362776026,"(28, 33]"
9bf041dbcb43abf3013bd82e4f797bfa,31,M,Has no high school or college education,Toronto,ON,False,False,1528,33,19,15,4296,27997,12,1.25,0.25,0.0010218932895673986,0.5757575757575758,1.2666666666666666,"(28, 33]"
72983c8b1a776df2254aae4009f163c3,27,M,Has no high school or college education,,,False,True,1723,276,3252,3718,24024,13626,269,13.821561338289962,0.8066914498141264,0.007330677290836653,11.782608695652174,0.8746637977407208,"(23, 28]"
9a2aa467dfd9d2ac51b1e79d231b0c00,34,F,Has no high school or college education,Wellington,New Zealand,False,False,1499,171,348,486,1235,5143,27,18.0,0.5925925925925926,0.026810912511759172,2.0350877192982457,0.7160493827160493,"(33, 38]"
771ff787187ee8e81613638378bc7952,30,M,Has no high school or college education,,,False,False,1601,6829,16969,18967,101244,147,6817,2.7823089335484816,0.2864896582074226,0.06735311812685545,2.484844047444721,0.894659144830495,"(28, 33]"
4d4e9216bb1f09b20f2867e7e3572f96,25,M,Has no high school or college education,,,False,False,1785,125,80,105,10692,9752,42,2.5,0.42857142857142855,0.006114263353551164,0.64,0.7619047619047619,"(23, 28]"
2e1194e9fa3359384540d4a5641330a8,27,F,Has no high school or college education,,,False,False,3080,174,250,237,850,64988,55,4.218181818181818,0.38181818181818183,0.002642850633372824,1.4367816091954022,1.0548523206751055,"(23, 28]"
b4e6d6a79b772f28ef4ee5a18da94a47,34,M,Has no high school or college education,,,False,False,1887,15,11,11,1250,5192,7,1.5714285714285714,0.42857142857142855,0.0023284694194349582,0.7333333333333333,1.0,"(33, 38]"
5b0b399591447ee8ce275a65110f24ee,38,M,Has no high school or college education,Zürich,Schweiz,False,False,1940,80,292,250,2034,1456,20,12.5,0.75,0.022922636103151862,3.65,1.168,"(33, 38]"
e0b9cc0d6082d718b101d3f91a837b99,36,M,Has high school and/or college education,Mérida,Yucatán,False,False,3284,1025,1760,874,14736,53297,177,4.937853107344632,0.5310734463276836,0.015066217864859701,1.7170731707317073,2.013729977116705,"(33, 38]"
d22fd43e901d0df2863a37aa30124efe,26,M,Has no high school or college education,Odense,Danmark,False,False,1909,66,20,22,3484,618,8,2.75,0.5,0.016089712335446125,0.30303030303030304,0.9090909090909091,"(23, 28]"
3b56a7c20ee07e6c472f3b021e76e244,22,M,Has no high school or college education,Ahmedabad,Gujarat,False,True,1484,0,0,5,1037,20,1,5.0,1.0,0.0,0.0,0.0,"(18, 23]"
39d771347616f1c9d1cdff7da19fc0c4,119,M,Has high school and/or college education,Gofuckurself,California,False,False,5012,165,610,688,6058,26941,63,11.46031746031746,0.6031746031746031,0.0050001515197430225,3.696969696969697,0.8866279069767442,
6bb73fcf408f271bb69e38c782a0c6e4,32,M,Has high school and/or college education,,,True,True,2844,1258,1954,1694,35008,232995,121,13.900826446280991,0.71900826446281,0.004693977306224184,1.5532591414944357,1.1534828807556081,"(28, 33]"
484858c0a7f95ea29e16dfd0e0a9970b,35,M,Has no high school or college education,Pasadena,CA,False,False,2332,740,4190,4978,14570,23113,358,13.910614525139664,0.7430167597765364,0.019637502322001964,5.662162162162162,0.8417034953796706,"(33, 38]"
1746540fcc00b58425678fe830e520c5,36,M,Has no high school or college education,Vancouver,BC,False,False,3402,1702,4283,4406,46038,27399,664,7.210843373493976,0.5225903614457831,0.023176328009041763,2.516451233842538,0.9720835224693599,"(33, 38]"
d22411b401188b0b0c2c45ba92b8972e,27,M,Has no high school or college education,Marseille,France,False,False,1700,369,4454,4510,30588,16773,396,14.757575757575758,0.5808080808080808,0.007791220624564515,12.070460704607045,0.9875831485587583,"(23, 28]"
